"Date";"Event";"AgeGroup";"RegionName";"New";"Cumulative";"Instant"
"2020-04-29";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Zealand";NA;NA;NA
